STATISTIC,STATISTIC Label,TLIST(M1),Month,C02068V02499,Type of Feedstuff,UNIT,VALUE
AJM08,Feed Stuff Price,201411,2014 November,5,Barley meal,Euro per Tonne,185.0
AJM08,Feed Stuff Price,201411,2014 November,6,Maize meal,Euro per Tonne,224.0
AJM08,Feed Stuff Price,201411,2014 November,7,Flaked maize,Euro per Tonne,276.0
AJM08,Feed Stuff Price,201411,2014 November,9,Pig grower (16-18% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201411,2014 November,10,Pig fattening meal (13-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201411,2014 November,11,Sow breeder (14-16% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201411,2014 November,12,"Sow, weaner and 'bonham' meal (16-17.5% protein)",Euro per Tonne,
AJM08,Feed Stuff Price,201411,2014 November,13,Calf nuts and cubes (16-18% protein),Euro per Tonne,287.0
AJM08,Feed Stuff Price,201411,2014 November,14,Calf meal (16-18% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201411,2014 November,15,Calf nuts and cubes (14-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201411,2014 November,16,Cattle fattening nuts and cubes (13-15% protein),Euro per Tonne,264.0
AJM08,Feed Stuff Price,201411,2014 November,17,Dairy nuts and cubes (16-18% protein),Euro per Tonne,267.0
AJM08,Feed Stuff Price,201411,2014 November,18,Dairy meal (16-18% protein),Euro per Tonne,256.0
AJM08,Feed Stuff Price,201411,2014 November,19,Dairy nuts and cubes (13-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201411,2014 November,20,Dairy meal (13-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201411,2014 November,21,Chick mash (18-20% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201411,2014 November,22,Layers' mash (14-16% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201411,2014 November,23,Broiler starter (22-24% protein),Euro per Tonne,499.0
AJM08,Feed Stuff Price,201411,2014 November,24,Broiler finisher (19-21% protein),Euro per Tonne,465.0
AJM08,Feed Stuff Price,201411,2014 November,25,Milk replacer,Euro per Tonne,2253.0
AJM08,Feed Stuff Price,201411,2014 November,26,Wheat,Euro per Tonne,181.0
AJM08,Feed Stuff Price,201411,2014 November,27,Ewe feed coarse (16-20% protein),Euro per Tonne,269.0
AJM08,Feed Stuff Price,201411,2014 November,28,Ewe pellets/nuts (16-20%),Euro per Tonne,274.0
AJM08,Feed Stuff Price,201411,2014 November,29,Lamb feed (16-20% protein),Euro per Tonne,286.0
AJM08,Feed Stuff Price,201411,2014 November,30,Cattle fattening meal (13-15% protein),Euro per Tonne,251.0
AJM08,Feed Stuff Price,201412,2014 December,1,Rolled barley,Euro per Tonne,210.0
AJM08,Feed Stuff Price,201412,2014 December,4,Soya bean meal,Euro per Tonne,425.0
AJM08,Feed Stuff Price,201412,2014 December,5,Barley meal,Euro per Tonne,184.0
AJM08,Feed Stuff Price,201412,2014 December,6,Maize meal,Euro per Tonne,222.0
AJM08,Feed Stuff Price,201412,2014 December,7,Flaked maize,Euro per Tonne,279.0
AJM08,Feed Stuff Price,201412,2014 December,9,Pig grower (16-18% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201412,2014 December,10,Pig fattening meal (13-15% protein),Euro per Tonne,294.0
AJM08,Feed Stuff Price,201412,2014 December,11,Sow breeder (14-16% protein),Euro per Tonne,296.0
AJM08,Feed Stuff Price,201412,2014 December,12,"Sow, weaner and 'bonham' meal (16-17.5% protein)",Euro per Tonne,
AJM08,Feed Stuff Price,201412,2014 December,13,Calf nuts and cubes (16-18% protein),Euro per Tonne,289.0
AJM08,Feed Stuff Price,201412,2014 December,14,Calf meal (16-18% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201412,2014 December,15,Calf nuts and cubes (14-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201412,2014 December,16,Cattle fattening nuts and cubes (13-15% protein),Euro per Tonne,265.0
AJM08,Feed Stuff Price,201412,2014 December,17,Dairy nuts and cubes (16-18% protein),Euro per Tonne,269.0
AJM08,Feed Stuff Price,201412,2014 December,18,Dairy meal (16-18% protein),Euro per Tonne,257.0
AJM08,Feed Stuff Price,201412,2014 December,19,Dairy nuts and cubes (13-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201412,2014 December,20,Dairy meal (13-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201412,2014 December,21,Chick mash (18-20% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201412,2014 December,22,Layers' mash (14-16% protein),Euro per Tonne,320.0
AJM08,Feed Stuff Price,201412,2014 December,23,Broiler starter (22-24% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201412,2014 December,24,Broiler finisher (19-21% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201412,2014 December,25,Milk replacer,Euro per Tonne,2261.0
AJM08,Feed Stuff Price,201412,2014 December,26,Wheat,Euro per Tonne,190.0
AJM08,Feed Stuff Price,201412,2014 December,27,Ewe feed coarse (16-20% protein),Euro per Tonne,266.0
AJM08,Feed Stuff Price,201412,2014 December,28,Ewe pellets/nuts (16-20%),Euro per Tonne,273.0
AJM08,Feed Stuff Price,201412,2014 December,29,Lamb feed (16-20% protein),Euro per Tonne,287.0
AJM08,Feed Stuff Price,201412,2014 December,30,Cattle fattening meal (13-15% protein),Euro per Tonne,253.0
AJM08,Feed Stuff Price,201501,2015 January,1,Rolled barley,Euro per Tonne,211.0
AJM08,Feed Stuff Price,201501,2015 January,4,Soya bean meal,Euro per Tonne,431.0
AJM08,Feed Stuff Price,201501,2015 January,5,Barley meal,Euro per Tonne,
AJM08,Feed Stuff Price,201501,2015 January,6,Maize meal,Euro per Tonne,223.0
AJM08,Feed Stuff Price,201501,2015 January,7,Flaked maize,Euro per Tonne,278.0
AJM08,Feed Stuff Price,201501,2015 January,9,Pig grower (16-18% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201501,2015 January,10,Pig fattening meal (13-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201501,2015 January,11,Sow breeder (14-16% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201501,2015 January,12,"Sow, weaner and 'bonham' meal (16-17.5% protein)",Euro per Tonne,
AJM08,Feed Stuff Price,201501,2015 January,13,Calf nuts and cubes (16-18% protein),Euro per Tonne,292.0
AJM08,Feed Stuff Price,201501,2015 January,14,Calf meal (16-18% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201501,2015 January,15,Calf nuts and cubes (14-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201501,2015 January,16,Cattle fattening nuts and cubes (13-15% protein),Euro per Tonne,259.0
AJM08,Feed Stuff Price,201501,2015 January,17,Dairy nuts and cubes (16-18% protein),Euro per Tonne,269.0
AJM08,Feed Stuff Price,201501,2015 January,18,Dairy meal (16-18% protein),Euro per Tonne,259.0
AJM08,Feed Stuff Price,201501,2015 January,19,Dairy nuts and cubes (13-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201501,2015 January,20,Dairy meal (13-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201501,2015 January,21,Chick mash (18-20% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201501,2015 January,22,Layers' mash (14-16% protein),Euro per Tonne,321.0
AJM08,Feed Stuff Price,201501,2015 January,23,Broiler starter (22-24% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201501,2015 January,24,Broiler finisher (19-21% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201501,2015 January,25,Milk replacer,Euro per Tonne,2104.0
AJM08,Feed Stuff Price,201501,2015 January,26,Wheat,Euro per Tonne,196.0
AJM08,Feed Stuff Price,201501,2015 January,27,Ewe feed coarse (16-20% protein),Euro per Tonne,267.0
AJM08,Feed Stuff Price,201501,2015 January,28,Ewe pellets/nuts (16-20%),Euro per Tonne,268.0
AJM08,Feed Stuff Price,201501,2015 January,29,Lamb feed (16-20% protein),Euro per Tonne,283.0
AJM08,Feed Stuff Price,201501,2015 January,30,Cattle fattening meal (13-15% protein),Euro per Tonne,253.0
AJM08,Feed Stuff Price,201502,2015 February,1,Rolled barley,Euro per Tonne,207.0
AJM08,Feed Stuff Price,201502,2015 February,4,Soya bean meal,Euro per Tonne,432.0
AJM08,Feed Stuff Price,201502,2015 February,5,Barley meal,Euro per Tonne,
AJM08,Feed Stuff Price,201502,2015 February,6,Maize meal,Euro per Tonne,220.0
AJM08,Feed Stuff Price,201502,2015 February,7,Flaked maize,Euro per Tonne,279.0
AJM08,Feed Stuff Price,201502,2015 February,9,Pig grower (16-18% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201502,2015 February,10,Pig fattening meal (13-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201502,2015 February,11,Sow breeder (14-16% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201502,2015 February,12,"Sow, weaner and 'bonham' meal (16-17.5% protein)",Euro per Tonne,
AJM08,Feed Stuff Price,201502,2015 February,13,Calf nuts and cubes (16-18% protein),Euro per Tonne,289.0
AJM08,Feed Stuff Price,201502,2015 February,14,Calf meal (16-18% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201502,2015 February,15,Calf nuts and cubes (14-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201502,2015 February,16,Cattle fattening nuts and cubes (13-15% protein),Euro per Tonne,262.0
AJM08,Feed Stuff Price,201502,2015 February,17,Dairy nuts and cubes (16-18% protein),Euro per Tonne,269.0
AJM08,Feed Stuff Price,201502,2015 February,18,Dairy meal (16-18% protein),Euro per Tonne,262.0
AJM08,Feed Stuff Price,201502,2015 February,19,Dairy nuts and cubes (13-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201502,2015 February,20,Dairy meal (13-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201502,2015 February,21,Chick mash (18-20% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201502,2015 February,22,Layers' mash (14-16% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201502,2015 February,23,Broiler starter (22-24% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201502,2015 February,24,Broiler finisher (19-21% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201502,2015 February,25,Milk replacer,Euro per Tonne,2000.0
AJM08,Feed Stuff Price,201502,2015 February,26,Wheat,Euro per Tonne,192.0
AJM08,Feed Stuff Price,201502,2015 February,27,Ewe feed coarse (16-20% protein),Euro per Tonne,268.0
AJM08,Feed Stuff Price,201502,2015 February,28,Ewe pellets/nuts (16-20%),Euro per Tonne,271.0
AJM08,Feed Stuff Price,201502,2015 February,29,Lamb feed (16-20% protein),Euro per Tonne,279.0
AJM08,Feed Stuff Price,201502,2015 February,30,Cattle fattening meal (13-15% protein),Euro per Tonne,252.0
AJM08,Feed Stuff Price,201503,2015 March,1,Rolled barley,Euro per Tonne,197.0
AJM08,Feed Stuff Price,201503,2015 March,4,Soya bean meal,Euro per Tonne,431.0
AJM08,Feed Stuff Price,201503,2015 March,5,Barley meal,Euro per Tonne,
AJM08,Feed Stuff Price,201503,2015 March,6,Maize meal,Euro per Tonne,223.0
AJM08,Feed Stuff Price,201503,2015 March,7,Flaked maize,Euro per Tonne,282.0
AJM08,Feed Stuff Price,201503,2015 March,9,Pig grower (16-18% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201503,2015 March,10,Pig fattening meal (13-15% protein),Euro per Tonne,270.0
AJM08,Feed Stuff Price,201503,2015 March,11,Sow breeder (14-16% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201503,2015 March,12,"Sow, weaner and 'bonham' meal (16-17.5% protein)",Euro per Tonne,
AJM08,Feed Stuff Price,201503,2015 March,13,Calf nuts and cubes (16-18% protein),Euro per Tonne,292.0
AJM08,Feed Stuff Price,201503,2015 March,14,Calf meal (16-18% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201503,2015 March,15,Calf nuts and cubes (14-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201503,2015 March,16,Cattle fattening nuts and cubes (13-15% protein),Euro per Tonne,265.0
AJM08,Feed Stuff Price,201503,2015 March,17,Dairy nuts and cubes (16-18% protein),Euro per Tonne,272.0
AJM08,Feed Stuff Price,201503,2015 March,18,Dairy meal (16-18% protein),Euro per Tonne,266.0
AJM08,Feed Stuff Price,201503,2015 March,19,Dairy nuts and cubes (13-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201503,2015 March,20,Dairy meal (13-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201503,2015 March,21,Chick mash (18-20% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201503,2015 March,22,Layers' mash (14-16% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201503,2015 March,23,Broiler starter (22-24% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201503,2015 March,24,Broiler finisher (19-21% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201503,2015 March,25,Milk replacer,Euro per Tonne,2175.0
AJM08,Feed Stuff Price,201503,2015 March,26,Wheat,Euro per Tonne,192.0
AJM08,Feed Stuff Price,201503,2015 March,27,Ewe feed coarse (16-20% protein),Euro per Tonne,266.0
AJM08,Feed Stuff Price,201503,2015 March,28,Ewe pellets/nuts (16-20%),Euro per Tonne,273.0
AJM08,Feed Stuff Price,201503,2015 March,29,Lamb feed (16-20% protein),Euro per Tonne,286.0
AJM08,Feed Stuff Price,201503,2015 March,30,Cattle fattening meal (13-15% protein),Euro per Tonne,256.0
AJM08,Feed Stuff Price,201504,2015 April,1,Rolled barley,Euro per Tonne,197.0
AJM08,Feed Stuff Price,201504,2015 April,4,Soya bean meal,Euro per Tonne,430.0
AJM08,Feed Stuff Price,201504,2015 April,5,Barley meal,Euro per Tonne,
AJM08,Feed Stuff Price,201504,2015 April,6,Maize meal,Euro per Tonne,221.0
AJM08,Feed Stuff Price,201504,2015 April,7,Flaked maize,Euro per Tonne,283.0
AJM08,Feed Stuff Price,201504,2015 April,9,Pig grower (16-18% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201504,2015 April,10,Pig fattening meal (13-15% protein),Euro per Tonne,266.0
AJM08,Feed Stuff Price,201504,2015 April,11,Sow breeder (14-16% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201504,2015 April,12,"Sow, weaner and 'bonham' meal (16-17.5% protein)",Euro per Tonne,
AJM08,Feed Stuff Price,201504,2015 April,13,Calf nuts and cubes (16-18% protein),Euro per Tonne,297.0
AJM08,Feed Stuff Price,201504,2015 April,14,Calf meal (16-18% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201504,2015 April,15,Calf nuts and cubes (14-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201504,2015 April,16,Cattle fattening nuts and cubes (13-15% protein),Euro per Tonne,263.0
AJM08,Feed Stuff Price,201504,2015 April,17,Dairy nuts and cubes (16-18% protein),Euro per Tonne,272.0
AJM08,Feed Stuff Price,201504,2015 April,18,Dairy meal (16-18% protein),Euro per Tonne,264.0
AJM08,Feed Stuff Price,201504,2015 April,19,Dairy nuts and cubes (13-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201504,2015 April,20,Dairy meal (13-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201504,2015 April,21,Chick mash (18-20% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201504,2015 April,22,Layers' mash (14-16% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201504,2015 April,23,Broiler starter (22-24% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201504,2015 April,24,Broiler finisher (19-21% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201504,2015 April,25,Milk replacer,Euro per Tonne,2028.0
AJM08,Feed Stuff Price,201504,2015 April,26,Wheat,Euro per Tonne,200.0
AJM08,Feed Stuff Price,201504,2015 April,27,Ewe feed coarse (16-20% protein),Euro per Tonne,272.0
AJM08,Feed Stuff Price,201504,2015 April,28,Ewe pellets/nuts (16-20%),Euro per Tonne,275.0
AJM08,Feed Stuff Price,201504,2015 April,29,Lamb feed (16-20% protein),Euro per Tonne,292.0
AJM08,Feed Stuff Price,201504,2015 April,30,Cattle fattening meal (13-15% protein),Euro per Tonne,258.0
AJM08,Feed Stuff Price,201505,2015 May,1,Rolled barley,Euro per Tonne,195.0
AJM08,Feed Stuff Price,201505,2015 May,4,Soya bean meal,Euro per Tonne,425.0
AJM08,Feed Stuff Price,201505,2015 May,5,Barley meal,Euro per Tonne,
AJM08,Feed Stuff Price,201505,2015 May,6,Maize meal,Euro per Tonne,222.0
AJM08,Feed Stuff Price,201505,2015 May,7,Flaked maize,Euro per Tonne,289.0
AJM08,Feed Stuff Price,201505,2015 May,9,Pig grower (16-18% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201505,2015 May,10,Pig fattening meal (13-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201505,2015 May,11,Sow breeder (14-16% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201505,2015 May,12,"Sow, weaner and 'bonham' meal (16-17.5% protein)",Euro per Tonne,
AJM08,Feed Stuff Price,201505,2015 May,13,Calf nuts and cubes (16-18% protein),Euro per Tonne,295.0
AJM08,Feed Stuff Price,201505,2015 May,14,Calf meal (16-18% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201505,2015 May,15,Calf nuts and cubes (14-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201505,2015 May,16,Cattle fattening nuts and cubes (13-15% protein),Euro per Tonne,263.0
AJM08,Feed Stuff Price,201505,2015 May,17,Dairy nuts and cubes (16-18% protein),Euro per Tonne,273.0
AJM08,Feed Stuff Price,201505,2015 May,18,Dairy meal (16-18% protein),Euro per Tonne,266.0
AJM08,Feed Stuff Price,201505,2015 May,19,Dairy nuts and cubes (13-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201505,2015 May,20,Dairy meal (13-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201505,2015 May,21,Chick mash (18-20% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201505,2015 May,22,Layers' mash (14-16% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201505,2015 May,23,Broiler starter (22-24% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201505,2015 May,24,Broiler finisher (19-21% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201505,2015 May,25,Milk replacer,Euro per Tonne,2017.0
AJM08,Feed Stuff Price,201505,2015 May,26,Wheat,Euro per Tonne,196.0
AJM08,Feed Stuff Price,201505,2015 May,27,Ewe feed coarse (16-20% protein),Euro per Tonne,274.0
AJM08,Feed Stuff Price,201505,2015 May,28,Ewe pellets/nuts (16-20%),Euro per Tonne,276.0
AJM08,Feed Stuff Price,201505,2015 May,29,Lamb feed (16-20% protein),Euro per Tonne,289.0
AJM08,Feed Stuff Price,201505,2015 May,30,Cattle fattening meal (13-15% protein),Euro per Tonne,257.0
AJM08,Feed Stuff Price,201506,2015 June,1,Rolled barley,Euro per Tonne,197.0
AJM08,Feed Stuff Price,201506,2015 June,4,Soya bean meal,Euro per Tonne,415.0
AJM08,Feed Stuff Price,201506,2015 June,5,Barley meal,Euro per Tonne,196.0
AJM08,Feed Stuff Price,201506,2015 June,6,Maize meal,Euro per Tonne,224.0
AJM08,Feed Stuff Price,201506,2015 June,7,Flaked maize,Euro per Tonne,286.0
AJM08,Feed Stuff Price,201506,2015 June,9,Pig grower (16-18% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201506,2015 June,10,Pig fattening meal (13-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201506,2015 June,11,Sow breeder (14-16% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201506,2015 June,12,"Sow, weaner and 'bonham' meal (16-17.5% protein)",Euro per Tonne,
AJM08,Feed Stuff Price,201506,2015 June,13,Calf nuts and cubes (16-18% protein),Euro per Tonne,293.0
AJM08,Feed Stuff Price,201506,2015 June,14,Calf meal (16-18% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201506,2015 June,15,Calf nuts and cubes (14-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201506,2015 June,16,Cattle fattening nuts and cubes (13-15% protein),Euro per Tonne,264.0
AJM08,Feed Stuff Price,201506,2015 June,17,Dairy nuts and cubes (16-18% protein),Euro per Tonne,273.0
AJM08,Feed Stuff Price,201506,2015 June,18,Dairy meal (16-18% protein),Euro per Tonne,267.0
AJM08,Feed Stuff Price,201506,2015 June,19,Dairy nuts and cubes (13-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201506,2015 June,20,Dairy meal (13-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201506,2015 June,21,Chick mash (18-20% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201506,2015 June,22,Layers' mash (14-16% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201506,2015 June,23,Broiler starter (22-24% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201506,2015 June,24,Broiler finisher (19-21% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201506,2015 June,25,Milk replacer,Euro per Tonne,2050.0
AJM08,Feed Stuff Price,201506,2015 June,26,Wheat,Euro per Tonne,192.0
AJM08,Feed Stuff Price,201506,2015 June,27,Ewe feed coarse (16-20% protein),Euro per Tonne,269.0
AJM08,Feed Stuff Price,201506,2015 June,28,Ewe pellets/nuts (16-20%),Euro per Tonne,273.0
